city,state,city_geoid,LAT,LON,nearest_bg_geoid,walkability_index
Camden city,SC,450559705002,4063623.215957768,-8973375.319892129,450559705002,7.0
Cameron town,SC,450179504004,3969599.37218273,-8985156.484241763,450179504004,3.166666667
Camp Croft CDP,SC,450830220042,4151491.6098017753,-9113012.262753395,450830220042,6.166666667
Campobello town,SC,450830225002,4180983.905480272,-9144825.36947128,450830225002,5.833333333
Cane Savannah CDP,SC,450850017033,4014405.0848146607,-8954757.023737464,,
Capitol View CDP,SC,450790116082,4024392.194626461,-9008401.441072779,450790116082,12.16666667
Carlisle town,SC,450870306002,4108578.4241886395,-9068588.104882015,450870306002,2.833333333
Carolina Forest CDP,SC,450510602071,3997472.86144941,-8784608.187686196,450510602071,6.666666667
Cash CDP,SC,450259506012,4112312.3436130793,-8893258.237090249,,
Catawba CDP,SC,450910612032,4142107.7167053865,-9005732.778919993,450910612032,3.666666667
Cateechee CDP,SC,450770111031,4132214.312429462,-9214889.411698604,450770111031,4.333333333
Cayce city,SC,450630201002,4022157.052164732,-9021309.937905677,450630201002,3.5
Centenary CDP,SC,450679507002,4032257.5942849442,-8833467.648029253,450679507002,2.333333333
Centerville CDP,SC,450070110021,4099959.361583579,-9207984.597643169,450070110021,3.833333333
Central town,SC,450770111052,4126356.2288450818,-9214438.122482926,,
Central Pacolet town,SC,450830239023,4151602.6496424587,-9100675.280186232,,
Chapin town,SC,450630212042,4051012.7057316857,-9054654.13289993,450630212042,8.666666667
Charleston city,SC,450190026062,3872498.2828209526,-8902542.059983425,450190026062,8.166666667
Cheraw town,SC,450259505042,4122901.5578553025,-8895982.33634945,,
Cherokee Falls CDP,SC,450219704032,4172564.4849731605,-9077492.105672607,,
Cherryvale CDP,SC,450850018034,4022024.6000857507,-8956690.531973053,,
Chesnee city,SC,450830223032,4183773.3304972854,-9112945.025780957,450830223032,10.33333333
Chester city,SC,450230202004,4123866.8517696867,-9040614.296082102,450230202004,8.666666667
Chesterfield town,SC,450259504021,4127654.765176578,-8914246.19124543,,
Chickasaw Point CDP,SC,450730309012,4100932.684808778,-9248028.667510306,450730309012,6.166666667
City View CDP,SC,450450022031,4145212.1926943236,-9175603.538883258,,
Clarks Hill CDP,SC,450659203002,3982995.112786382,-9146676.72392266,450659203002,2.833333333
Clearwater CDP,SC,450030210032,3962228.135202054,-9118305.504540615,,
Clemson city,SC,450770112061,4120961.4724908494,-9218431.04129819,,
Clemson University CDP,SC,450770112022,4119883.401337032,-9221177.29313606,450770112022,14.5
Clifton CDP,SC,450830222023,4161985.692217509,-9108204.707904508,450830222023,4.666666667
Clinton city,SC,450599206003,4092612.3586943904,-9112713.592559598,450599206003,6.5
Clio town,SC,450699605002,4106821.3094015634,-8855026.782491697,450699605002,4.333333333
Clover town,SC,450910618012,4179060.2210571887,-9041397.31738034,450910618012,7.333333333
Cokesbury CDP,SC,450479701013,4067810.750835317,-9151435.075556621,,
Columbia city,SC,450799801001,4034244.036358318,-9006425.742750179,450799801001,5.5
Conestee CDP,SC,450450029013,4131829.4687162344,-9167342.296832507,,
Converse CDP,SC,450830222012,4163290.419818195,-9110726.9849269,450830222012,6.666666667
Conway city,SC,450510703002,4006605.4317521015,-8799713.68598939,450510703002,6.5
Coosawhatchie CDP,SC,450539502041,3840499.462648695,-9009687.292510934,,
Cope town,SC,450750117041,3945551.168597606,-9017762.742331548,,
Cordova town,SC,450750116001,3953118.139753298,-9008088.299345179,450750116001,3.5
Coronaca CDP,SC,450479702011,4062664.2815383226,-9139914.287495952,450479702011,5.5
Cottageville town,SC,450299707011,3886838.2412024476,-8959027.79600175,,
Coward town,SC,450410023001,4025721.086465536,-8877793.288151283,450410023001,5.0
Cowpens town,SC,450830222021,4166411.4078948987,-9106393.094511338,450830222021,5.166666667
Cross Anchor CDP,SC,450830237001,4115639.401961174,-9112394.550898984,450830237001,2.833333333
Cross Hill town,SC,450599210021,4069763.936614369,-9126369.933731643,450599210021,4.0
Dacusville CDP,SC,450770106011,4154952.5549470163,-9190594.266791442,450770106011,5.5
Dale CDP,SC,450130001003,3836442.0519225607,-8983656.454103325,450130001003,5.0
Dalzell CDP,SC,450850002022,4031523.7138222046,-8953749.13706782,450850002022,6.166666667
Danwood CDP,SC,450410015052,4040934.3707852843,-8879897.560485747,450410015052,7.333333333
Darlington city,SC,450310111001,4069342.548188325,-8890773.140777778,450310111001,11.16666667
Daufuskie Island CDP,SC,450130021011,3777829.087987717,-9000968.972630985,450130021011,4.166666667
Daviston CDP,SC,450679508001,4013528.0624295548,-8835625.24239981,450679508001,3.333333333
DeBordieu Colony CDP,SC,450439205081,3944592.4648932875,-8813805.50900942,,
Denmark city,SC,450099601023,3937017.466750883,-9031771.743650427,,
Dentsville CDP,SC,450790113032,4038949.718240267,-9011887.29960748,450790113032,9.833333333
Dillon city,SC,450339703022,4085932.745395974,-8835156.476024078,,
Donalds town,SC,450019501003,4079199.6282799905,-9166403.316927666,450019501003,4.166666667
Dovesville CDP,SC,450310101002,4083150.616529628,-8895372.194220413,450310101002,4.0
Drayton CDP,SC,450830214033,4160643.349473854,-9117356.394562114,450830214033,5.333333333
Due West town,SC,450019502002,4073842.930643322,-9171649.581889773,450019502002,5.833333333
Dunbar CDP,SC,450439203013,3966563.398475575,-8833456.627399664,,
Duncan town,SC,450830231012,4154701.894922888,-9144193.520041537,450830231012,5.333333333
Dunean CDP,SC,450450021072,4139349.3288771645,-9175291.732989544,450450021072,16.16666667
Easley city,SC,450770108042,4139420.246442343,-9193004.111128135,450770108042,8.5
East Camden CDP,SC,450559706013,4064936.2257882995,-8968802.426529832,450559706013,4.333333333
East Gaffney CDP,SC,450219703023,4175489.5987347034,-9086374.844440456,450219703023,4.333333333
Eastover town,SC,450790120003,4012417.3980035866,-8982918.07192089,450790120003,8.833333333
East Sumter CDP,SC,450850011001,4018996.871860003,-8938164.742315236,450850011001,4.833333333
Edgefield town,SC,450379702043,4000006.95539244,-9120250.033405794,,
Edisto CDP,SC,450750115003,3958912.0919699394,-9005669.21549075,450750115003,2.5
Edisto Beach town,SC,450299708003,3828954.7586569674,-8940456.476672197,450299708003,7.333333333
Edmund CDP,SC,450630209052,4010516.6594118467,-9038235.175924866,,
Ehrhardt town,SC,450099604001,3908387.095630405,-9018417.412256904,450099604001,5.166666667
Elgin town,SC,450559709071,4051679.8985540206,-8993847.97612443,,
Elgin CDP,SC,450570106003,4118555.7185915806,-8985812.93527897,450570106003,4.0
Elko town,SC,450119701021,3945951.2295564227,-9059238.60348927,,
Elliott CDP,SC,450619203021,4043703.193930689,-8924598.013333278,450619203021,1.0
Elloree town,SC,450750104003,3965863.7551458473,-8969100.87408465,450750104003,3.833333333
Enoree CDP,SC,450830237003,4117837.5982900243,-9124025.9905335,,
Estill town,SC,450499204023,3862233.3801203347,-9043458.731710851,,
Eureka Mill CDP,SC,450230201002,4125624.3362704227,-9038357.850003721,450230201002,6.666666667
Eutawville town,SC,450750101041,3948219.7469967743,-8943720.809420219,,
Fairfax town,SC,450059705002,3889913.1800811123,-9043176.202843217,,
Fairforest CDP,SC,450830219031,4156699.99944363,-9130221.4767936,,
Fair Play CDP,SC,450730309032,4097231.8565664194,-9238052.548703887,,
Fairview Crossroads CDP,SC,450630209111,3996910.4600895247,-9056895.21688858,,
Fingerville CDP,SC,450830224081,4182252.7536282074,-9128243.774720168,,
Finklea CDP,SC,450510201002,4042083.304884656,-8792659.926455274,450510201002,1.833333333
Five Forks CDP,SC,450450028142,4138075.736899325,-9153012.472741162,450450028142,6.166666667
Florence city,SC,450410012002,4052852.3908340847,-8882428.965706388,450410012002,6.166666667
Floydale CDP,SC,450339706023,4071998.3525365735,-8831757.89197016,,
Folly Beach city,SC,450190020093,3851488.6384250526,-8901170.715176342,,
Forest Acres city,SC,450790112021,4033250.1004003505,-9013890.939122267,450790112021,16.5
Forestbrook CDP,SC,450510602033,3991832.5538992793,-8790652.056799836,,
Foreston CDP,SC,450279606001,3980135.175681861,-8912313.68488526,450279606001,3.333333333
Fort Lawn town,SC,450230208003,4123217.310437119,-9005650.736455277,450230208003,4.5
Fort Mill town,SC,450910611013,4164696.1422768557,-9010199.584807564,450910611013,8.166666667
Fountain Inn city,SC,450450031013,4122733.1240110844,-9150699.142402986,450450031013,7.5
Fripp Island CDP,SC,450130012001,3805659.5947597967,-8959756.270749498,450130012001,4.166666667
Furman town,SC,450499205002,3853070.8611725364,-9037773.97927451,450499205002,2.333333333
Gadsden CDP,SC,450790118022,4008301.920182503,-8990785.576932706,,
Gaffney city,SC,450219702012,4173881.8809313606,-9090520.159638615,450219702012,8.0
Gantt CDP,SC,450450020012,4134988.289059018,-9172875.543441877,450450020012,7.833333333
Garden City CDP,SC,450510514052,3974104.3164898427,-8794971.364362106,450510514052,7.0
Gaston town,SC,450630207051,4004385.6871146206,-9027982.762142299,450630207051,6.0
Gayle Mill CDP,SC,450230206011,4123487.3049082453,-9043509.604718143,450230206011,3.166666667
Georgetown city,SC,450439203022,3944843.0638822364,-8825497.506446928,450439203022,6.0
Gifford town,SC,450499204021,3876740.6527371444,-9043429.23204579,,
Gilbert town,SC,450630213062,4018616.533749228,-9060409.350573942,450630213062,4.666666667
Gillisonville CDP,SC,450539501001,3843861.5247969674,-9016898.680444011,450539501001,2.333333333
Glendale CDP,SC,450830221022,4156419.9661855055,-9109983.370728401,450830221022,4.833333333
Glenn Springs CDP,SC,450830238051,4138355.98789346,-9111551.194436735,,
Gloverville CDP,SC,450030211022,3965444.4435194745,-9107387.622842085,450030211022,5.833333333
Golden Grove CDP,SC,450450033013,4125723.0658417414,-9176024.660516927,450450033013,3.666666667
Goose Creek city,SC,450150208081,3894627.8396106623,-8906588.41215427,450150208081,6.833333333
Govan town,SC,450099603001,3924910.422665353,-9036341.186108511,450099603001,4.5
Gramling CDP,SC,450830227022,4174421.4790046276,-9143181.514550734,,
Graniteville CDP,SC,450030204022,3970498.162934427,-9106961.937109292,,
Gray Court town,SC,450599201082,4110779.2955835876,-9141013.678787027,,
Great Falls town,SC,450230210001,4105886.411863863,-9006337.243755,450230210001,4.166666667
Greeleyville town,SC,450899707003,3972574.5464786063,-8904448.51758275,450899707003,5.833333333
Green Sea CDP,SC,450510201001,4046107.30385246,-8791128.170261959,450510201001,4.833333333
Greenville city,SC,450450013021,4141738.807281347,-9168606.886247918,450450013021,14.66666667
Greenwood city,SC,450479705003,4055069.343030175,-9145304.15460118,450479705003,6.833333333
Greer city,SC,450450025052,4154818.6697469335,-9153891.117481992,450450025052,8.0
Grover CDP,SC,450350101002,3909804.7651631446,-8971455.72659289,450350101002,2.166666667
Hamer CDP,SC,450339702003,4092694.3243274176,-8830463.468931215,450339702003,3.666666667
Hampton town,SC,450499202023,3877737.6688168915,-9029057.663145397,,
Hanahan city,SC,450150208121,3886143.6395008825,-8905800.826756908,450150208121,7.166666667
Harbor Island CDP,SC,450130012001,3817025.4326564176,-8954340.577522406,450130012001,4.166666667
Hardeeville city,SC,450539503011,3802137.1197382784,-9021440.96094634,,
Harleyville town,SC,450350103012,3923619.04727698,-8955406.35032726,,
Hartsville city,SC,450310105001,4078053.8048171094,-8914827.835584825,450310105001,8.333333333
Heath Springs town,SC,450570103003,4108744.3468018197,-8980705.151763413,450570103003,6.5
Helena CDP,SC,450719507003,4066551.0270873317,-9088623.052876517,450719507003,3.333333333
Hemingway town,SC,450899703002,3995726.695281372,-8843917.31994951,450899703002,9.0
Hickory Grove town,SC,450910619001,4160797.004184583,-9063567.70716673,450910619001,3.666666667
Hilda town,SC,450119704011,3932600.1668057092,-9044119.858166672,,
Hilltop CDP,SC,450830216002,4160550.2881918675,-9123578.597500004,450830216002,9.333333333
Hilton Head Island town,SC,450130110001,3788317.3838237124,-8987761.360326326,450130110001,5.666666667
Hodges town,SC,450479701023,4067643.5430707415,-9156022.774411192,450479701023,4.166666667
Holly Hill town,SC,450750102001,3938447.552458889,-8951541.114967937,450750102001,7.166666667
Hollywood town,SC,450190025043,3862333.047791188,-8928037.78559879,,
Homeland Park CDP,SC,450070119013,4091298.2892842605,-9201531.07280341,450070119013,8.166666667
Homewood CDP,SC,450510707013,4014051.7198478156,-8799863.967301961,450510707013,5.5
Honea Path town,SC,450070115013,4089065.8567384663,-9172164.657173673,,
Hopkins CDP,SC,450790118011,4015411.4636908714,-9000932.348518513,,
India Hook CDP,SC,450910609101,4165843.5196533347,-9020009.058336267,,
Inman city,SC,450830229012,4170105.0206782464,-9138048.350191277,,
Inman Mills CDP,SC,450830229023,4169441.632457175,-9139598.696739554,,
Irmo town,SC,450790103053,4042587.033532974,-9038685.90854309,450790103053,8.0
Irwin CDP,SC,450570105002,4122360.385124032,-8997099.284492027,450570105002,3.333333333
Islandton CDP,SC,450299702002,3883266.1955641154,-9009748.629550358,450299702002,2.833333333
Isle of Palms city,SC,450190049022,3869309.6288797413,-8877991.325525405,450190049022,5.166666667
Iva town,SC,450070117023,4070254.0713851177,-9202051.71406185,,
Jackson town,SC,450030221003,3938998.4522171533,-9105045.460755793,450030221003,5.166666667
Jacksonboro CDP,SC,450299708001,3865047.429657597,-8958651.870081339,450299708001,3.166666667
James Island town,SC,450190020063,3860330.7230364415,-8898566.618328216,450190020063,8.5
Jamestown town,SC,450150204011,3933310.987401058,-8871561.400417695,450150204011,2.333333333
Jefferson town,SC,450259502004,4116583.772488427,-8948318.19307049,,
Jenkinsville town,SC,450399601002,4070650.5610709214,-9048790.712680867,450399601002,3.666666667
Joanna CDP,SC,450599209003,4084788.3975034645,-9105959.059816735,450599209003,3.0
Johnsonville city,SC,450410019022,4003886.1865898077,-8843697.686594175,,
Johnston town,SC,450379703002,4006451.3154544984,-9106471.240793874,450379703002,4.0
Jonesville town,SC,450870308003,4141338.31022437,-9092844.287967397,450870308003,5.666666667
Judson CDP,SC,450450021051,4141226.151923349,-9175794.89708793,450450021051,11.83333333
Keowee Key CDP,SC,450730302023,4139572.659712174,-9229759.58059826,,
Kershaw town,SC,450570102022,4101993.2611199752,-8970922.840190463,,
Ketchuptown CDP,SC,450510101002,4043458.0917481696,-8811571.883426653,450510101002,2.166666667
Kiawah Island town,SC,450190021041,3844503.0202308064,-8912304.556687014,450190021041,3.666666667
Kingstree town,SC,450899706013,3984206.190123762,-8886485.893228857,,
Kline town,SC,450119705001,3911869.78360485,-9055010.132631486,450119705001,3.5
Ladson CDP,SC,450150207165,3896562.6079450217,-8917580.989231123,,
La France CDP,SC,450070107011,4111856.7627489083,-9213991.842644336,,
Lake City city,SC,450410022022,4011054.5242066043,-8878161.866985299,450410022022,10.5
Lake Murray of Richland CDP,SC,450790103102,4045026.2722434266,-9046427.288571835,,
Lake Secession CDP,SC,450019503002,4067799.702381444,-9193403.191502629,450019503002,4.166666667
Lake View town,SC,450339705004,4074653.2975386064,-8812766.230243374,450339705004,5.333333333
Lakewood CDP,SC,450850019022,4006548.475487531,-8944396.07345137,450850019022,3.333333333
Lake Wylie CDP,SC,450910617082,4177279.8684788053,-9024916.355448905,450910617082,4.833333333
Lamar town,SC,450310116002,4051580.3351284293,-8912802.934047295,450310116002,8.0
Lancaster city,SC,450570108001,4126425.438779226,-8993023.098697651,450570108001,10.0
Landrum city,SC,450830226002,4187701.114537085,-9148873.280114995,450830226002,9.333333333
Lane town,SC,450899708012,3965210.62380784,-8892165.302329639,450899708012,2.833333333
Langley CDP,SC,450030211011,3963887.9156504488,-9109834.647888703,450030211011,5.5
Latta town,SC,450339706021,4074404.6943651163,-8842503.896374907,,
Laurel Bay CDP,SC,450130003003,3823828.115254875,-8993116.607069917,450130003003,4.5
Laurens city,SC,450599204001,4096501.8598473226,-9130581.92930479,450599204001,9.0
Lesslie CDP,SC,450910612034,4148107.8685405767,-9011156.932428384,,
Lexington town,SC,450630210313,4027845.6213613995,-9041569.083354633,,
Liberty city,SC,450770110042,4135558.945132333,-9205713.01211404,,
Lincolnville town,SC,450190031061,3896353.797921885,-8922868.887682786,450190031061,5.666666667
Litchfield Beach CDP,SC,450439205073,3958441.785531139,-8807001.439093152,,
Little Mountain town,SC,450719506031,4055272.1658490794,-9062784.017951544,,
Little River CDP,SC,450510401032,4012787.2052366477,-8754219.191214032,450510401032,6.0
Little Rock CDP,SC,450339701002,4091969.3475102433,-8837638.121432334,450339701002,4.0
Live Oak CDP,SC,450510203023,4036329.9852192514,-8787530.769597484,,
Livingston town,SC,450750119002,3968953.5097556557,-9030186.44278204,450750119002,4.5
Lobeco CDP,SC,450130001003,3835878.3830580264,-8987420.277406536,450130001003,5.0
Lockhart town,SC,450870309002,4136207.983220208,-9068865.847011546,450870309002,3.833333333
Lodge town,SC,450299702001,3904308.069473372,-9011724.43919245,450299702001,2.333333333
Longcreek CDP,SC,450730301004,4134593.0488632144,-9268058.160849757,450730301004,6.833333333
Loris city,SC,450510202021,4036522.26213191,-8781818.743885899,,
Lowndesville town,SC,450019503003,4057022.622248253,-9200291.530273428,450019503003,3.333333333
Lowrys town,SC,450230204001,4137278.544642587,-9043286.18650012,450230204001,4.5
Lugoff CDP,SC,450559709052,4057297.093538277,-8983215.851558765,450559709052,4.833333333
Luray town,SC,450499204012,3870669.068951792,-9043624.931710605,,
Lydia CDP,SC,450310108001,4067339.7190049873,-8918752.18159376,450310108001,4.5
Lyman town,SC,450830230042,4160483.175867185,-9142009.431632172,,
Lynchburg town,SC,450619206001,4036862.08021126,-8914127.969946207,450619206001,3.166666667
McBee town,SC,450259508002,4091685.66188386,-8934182.62149058,450259508002,3.0
McClellanville town,SC,450190050023,3906859.1872593705,-8846232.8766775,,
McColl town,SC,450699604003,4118654.1152117066,-8854816.388654096,450699604003,4.333333333
McConnells town,SC,450910614013,4147172.638150316,-9042660.904920336,,
McCormick town,SC,450659202004,4017104.5633850084,-9160212.728725163,450659202004,9.166666667
Manning city,SC,450279605003,3987696.75879586,-8929688.987605726,450279605003,5.833333333
Manville CDP,SC,450619203024,4050275.327682777,-8938667.683774639,450619203024,5.666666667
Marion city,SC,450679502005,4052816.732581913,-8838284.331076387,450679502005,12.0
Mauldin city,SC,450450029033,4134162.99027108,-9162065.419010432,450450029033,7.0
Mayesville town,SC,450850004023,4026776.256249041,-8928317.754118135,,
Mayo CDP,SC,450830223064,4175534.0832815357,-9111884.59631166,,
Meggett town,SC,450190025032,3854183.463649141,-8934233.494497873,,
Modoc CDP,SC,450659203002,3991461.1466829865,-9152401.551375687,450659203002,2.833333333
Monarch Mill CDP,SC,450870303005,4125370.947897432,-9081969.041633839,450870303005,3.0
Moncks Corner town,SC,450150205061,3921849.277295037,-8904067.916243728,450150205061,12.33333333
Monetta town,SC,450819604002,4008676.6879672017,-9084776.073913682,450819604002,4.333333333
Mount Carmel CDP,SC,450659201001,4031280.082401362,-9184352.916901138,450659201001,5.0
Mount Croghan town,SC,450259503001,4132634.4034292903,-8930760.549024101,450259503001,2.5
Mount Pleasant town,SC,450190046074,3869897.411157137,-8890535.362345444,450190046074,15.16666667
Mountville CDP,SC,450599210013,4079000.962000287,-9125678.083096365,450599210013,2.166666667
Mulberry CDP,SC,450850007001,4023281.145022112,-8942192.058853153,450850007001,6.5
Mullins city,SC,450679505004,4056272.739695323,-8822624.461709043,450679505004,8.666666667
Murphys Estates CDP,SC,450379705013,3975360.4350917204,-9122182.873724438,450379705013,5.333333333
Murrells Inlet CDP,SC,450439205111,3969505.32915873,-8800603.35135981,,
Myrtle Beach city,SC,450510506001,3989980.4554199935,-8781552.022385959,450510506001,9.666666667
Neeses town,SC,450750119002,3966725.3948541544,-9030639.401790079,450750119002,4.5
Newberry city,SC,450719502031,4066445.2705613165,-9083707.518121557,,
New Ellenton town,SC,450030220011,3951133.5402418724,-9092844.73324536,450030220011,4.5
Newport CDP,SC,450910609041,4163381.6015680577,-9025864.463551993,450910609041,8.166666667
Newry CDP,SC,450730306023,4126548.55496404,-9230014.613551667,,
Newtown CDP,SC,450339704023,4082811.8368317788,-8833955.338718418,,
Nichols town,SC,450679504001,4060424.8392225155,-8810839.289857741,450679504001,3.0
Ninety Six town,SC,450479707024,4051579.796950123,-9130753.695279082,450479707024,5.5
Norris town,SC,450770111031,4132142.4919991633,-9211970.058052547,450770111031,4.333333333
North town,SC,450750120002,3977404.94426097,-9028341.210902652,450750120002,5.333333333
North Augusta city,SC,450030207013,3964971.467595417,-9123363.194285318,450030207013,7.5
North Charleston city,SC,450190031082,3884409.105358627,-8912795.030363448,,
North Hartsville CDP,SC,450310103003,4082987.9038646305,-8913604.211742025,450310103003,7.0
Northlake CDP,SC,450070106012,4105682.2724925485,-9204374.061278779,,
North Myrtle Beach city,SC,450510404001,4004920.5841340073,-8761175.880152177,450510404001,9.5
North Santee CDP,SC,450279608023,3967489.199007741,-8951657.777794287,450279608023,2.333333333
Norway town,SC,450750118021,3955154.712022209,-9030979.816792924,,
Oak Grove CDP,SC,450630210201,4026518.093099599,-9033727.515784174,450630210201,6.0
Oakland CDP,SC,450850002012,4027374.229107492,-8960766.606447939,450850002012,5.833333333
Olanta town,SC,450410024003,4020236.1777203227,-8897966.049675385,450410024003,6.833333333
Olar town,SC,450099603002,3919202.308627113,-9037511.153956747,450099603002,3.0
Olympia CDP,SC,450790028002,4025295.153071969,-9020899.836901594,450790028002,14.33333333
Orangeburg city,SC,450750114003,3961005.3478301177,-9002059.903640758,450750114003,12.66666667
Oswego CDP,SC,450850004022,4029553.7255336894,-8937412.890474418,,
Pacolet town,SC,450830239023,4151029.272431041,-9101894.785207871,,
Pageland town,SC,450259501021,4132684.679893233,-8948495.747658305,450259501021,7.333333333
Pamplico town,SC,450410018002,4028133.487674341,-8857760.343907615,450410018002,4.666666667
Parker CDP,SC,450450037051,4143510.0906483144,-9178622.746112553,450450037051,8.833333333
Parksville town,SC,450659203002,4000182.41544657,-9152395.428803694,450659203002,2.833333333
Patrick town,SC,450259507011,4106311.736662102,-8910518.324137744,,
Pauline CDP,SC,450830238042,4141379.8104374963,-9113316.276282754,,
Pawleys Island town,SC,450439205092,3952264.9830408385,-8808153.373183882,,
Paxville town,SC,450279604002,3993813.32749523,-8945474.536678176,450279604002,3.666666667
Peak town,SC,450719506031,4060579.013943693,-9053485.055607619,,
Pelion town,SC,450630209101,3999950.567654878,-9045786.088304866,,
Pelzer town,SC,450070103004,4115452.404645698,-9179457.864932483,450070103004,7.333333333
Pendleton town,SC,450070107011,4115369.1904892526,-9214928.596159361,,
Perry town,SC,450030218002,3979002.8706180733,-9051176.84596602,450030218002,4.166666667
Pickens city,SC,450770104053,4148364.622815053,-9207257.570048796,,
Piedmont CDP,SC,450070102002,4123947.285399458,-9180156.17209823,450070102002,8.333333333
Pimlico CDP,SC,450150206022,3908477.721398309,-8901061.733394856,,
Pine Ridge CDP,SC,450310102001,4082055.117146328,-8924307.692101289,450310102001,5.166666667
Pine Ridge town,SC,450630207071,4015691.7742159218,-9027185.937227199,450630207071,3.833333333
Pinewood town,SC,450850019042,3993888.024790613,-8956990.649320232,,
Pinopolis CDP,SC,450150205033,3925688.510563521,-8909856.529764978,450150205033,4.666666667
Plum Branch town,SC,450659203001,4008537.958119217,-9157568.55686035,450659203001,2.666666667
Pomaria town,SC,450719501002,4064944.4426810485,-9063390.709176367,450719501002,4.0
Port Royal town,SC,450130010001,3810049.5243789232,-8983510.959528858,450130010001,8.333333333
Powdersville CDP,SC,450070101034,4134027.0501985406,-9183590.044430729,,
Princeton CDP,SC,450599202011,4094960.700959559,-9161134.342789438,450599202011,2.333333333
Privateer CDP,SC,450850019041,4004235.218329419,-8949132.829104116,,
Promised Land CDP,SC,450479708022,4045962.3355665547,-9153880.430810876,,
Prosperity town,SC,450719506011,4057488.783164432,-9075698.414717453,450719506011,6.5
Quinby town,SC,450410003003,4059463.347942476,-8876164.238723014,450410003003,5.333333333
Rains CDP,SC,450679506001,4041462.917143307,-8830017.077773135,450679506001,2.5
Ravenel town,SC,450190025042,3865646.1207233835,-8931379.596712405,,
Red Bank CDP,SC,450630210511,4019345.42562547,-9042916.605790688,,
Red Hill CDP,SC,450510604052,3999025.9018774508,-8795922.700730424,450510604052,6.666666667
Reevesville town,SC,450350101001,3921521.882028551,-8976991.310911566,450350101001,3.0
Reidville town,SC,450830234082,4145659.5004921407,-9140514.633509802,,
Rembert CDP,SC,450850001002,4042739.8907525335,-8964616.702356515,450850001002,4.833333333
Richburg town,SC,450230207002,4125437.5785976117,-9019058.05592642,450230207002,3.166666667
Ridgeland town,SC,450539502013,3825012.259138821,-9008098.42941884,,
Ridge Spring town,SC,450819604002,4008046.3184319036,-9090484.537401563,450819604002,4.333333333
Ridgeville town,SC,450350104002,3907260.843434885,-8939760.84117423,450350104002,3.833333333
Ridgeway town,SC,450399603013,4070037.7733853613,-9012435.102821672,,
Riverview CDP,SC,450910610041,4165805.054361563,-9015641.438114991,450910610041,10.16666667
Rock Hill city,SC,450910601021,4155488.1118418137,-9019013.528130101,450910601021,8.833333333
Rockville town,SC,450190022002,3842705.889927453,-8926864.144207355,450190022002,3.333333333
Roebuck CDP,SC,450830220072,4147448.0968764555,-9124239.946594806,450830220072,6.666666667
Rowesville town,SC,450750106011,3944817.337247202,-8998640.725481043,,
Ruby town,SC,450259503001,4129709.5424165716,-8925500.70308412,450259503001,2.5
Russellville CDP,SC,450150202011,3948121.4775927146,-8901522.70740623,450150202011,7.166666667
St. Andrews CDP,SC,450790104072,4035665.3045036574,-9028635.53963631,450790104072,11.66666667
St. Charles CDP,SC,450619205001,4039629.912671507,-8930599.247081943,450619205001,4.333333333
St. George town,SC,450350102004,3920028.16641831,-8970064.344277466,450350102004,6.833333333
St. Matthews town,SC,450179502023,3983859.772877793,-8992249.650875619,,
St. Stephen town,SC,450150202011,3948868.9860235034,-8897231.897633605,450150202011,7.166666667
Salem town,SC,450730302012,4148660.738943274,-9236759.684137812,,
Salley town,SC,450030218001,3970793.9455966037,-9050682.142148936,450030218001,4.0
Saluda town,SC,450819602022,4028959.3981855484,-9102777.103491899,450819602022,8.166666667
Sandy Springs CDP,SC,450070106022,4109995.4037752217,-9211791.056311354,,
Sangaree CDP,SC,450150207152,3899649.3952896055,-8919506.705102356,450150207152,7.166666667
Sans Souci CDP,SC,450450023012,4149048.877399154,-9175285.944376025,450450023012,11.16666667
Santee town,SC,450750103051,3959802.176578207,-8960103.587560775,,
Saxon CDP,SC,450830217002,4158596.996013773,-9124778.510291262,450830217002,6.166666667
Scotia town,SC,450499205001,3852971.8007217115,-9043959.78073891,450499205001,2.666666667
Scranton town,SC,450410020002,4017702.164180226,-8877073.718962796,450410020002,5.0
Seabrook CDP,SC,450130002002,3833715.2158047734,-8989743.181220917,450130002002,3.166666667
Seabrook Island town,SC,450190021052,3839028.959652814,-8925824.420163348,450190021052,5.166666667
Sellers town,SC,450679501001,4066810.9094214826,-8846815.411572821,450679501001,3.5
Seneca city,SC,450730308022,4120622.3643470355,-9235688.790636381,,
Seven Oaks CDP,SC,450630205111,4035013.694393185,-9032559.2177283,450630205111,9.666666667
Sharon town,SC,450910619002,4157363.171275668,-9055119.559690937,450910619002,4.333333333
Sheldon CDP,SC,450130001001,3841739.841969887,-8994553.630376568,450130001001,3.5
Shell Point CDP,SC,450130005031,3812720.8483715286,-8989468.222078659,450130005031,7.0
Shiloh CDP,SC,450850005002,4021843.1687280806,-8907664.648991259,450850005002,5.333333333
Silverstreet town,SC,450719507003,4058073.025743285,-9096428.552931959,450719507003,3.333333333
Simpsonville city,SC,450450030051,4127051.462746082,-9156738.002139539,450450030051,16.5
Six Mile town,SC,450770103012,4137999.9469575663,-9218549.930514358,,
Slater-Marietta CDP,SC,450450041013,4168976.917185885,-9182849.435858482,450450041013,6.833333333
Smoaks town,SC,450299701001,3907183.381046746,-8996196.706060678,450299701001,2.5
Smyrna town,SC,450910619001,4169591.1938767186,-9062455.18017574,450910619001,3.666666667
